name,brand,generation,tdp,cables,vram,pcie,year
GeForce GT 555M 2 GB,4,Fermi 2.0,35.0,,2.0,PCIe 2.0 x16,2012
GeForce GT 610,4,Fermi 2.0,29.0,,1.0,PCIe 2.0 x16,2012
GeForce GT 610 OEM,4,Fermi,29.0,,2.0,PCIe 2.0 x16,2016
GeForce GT 610 PCI,4,Fermi 2.0,29.0,,0.5,PCI,2012
GeForce GT 610 PCIe x1,4,Fermi 2.0,29.0,,0.5,PCIe 2.0 x1,2012
GeForce GT 620,4,Fermi,49.0,,1.0,PCIe 2.0 x16,2012
GeForce GT 620 OEM,4,Fermi 2.0,30.0,,0.5,PCIe 2.0 x16,2012
GeForce GT 620M,4,Fermi 2.0,15.0,,1.0,PCIe 2.0 x16,2012
GeForce GT 625M,4,Fermi 2.0,15.0,,2.0,PCIe 2.0 x16,2012
GeForce GT 630,4,Fermi,65.0,,1.0,PCIe 2.0 x16,2012
GeForce GT 630 OEM,4,Kepler,50.0,,1.0,PCIe 3.0 x16,2012
GeForce GT 630M,4,Fermi,33.0,,1.0,MXM-A (3.0),2012
GeForce GT 635M,4,Fermi 2.0,35.0,,2.0,PCIe 2.0 x16,2012
GeForce GT 640,4,Kepler,65.0,,2.0,PCIe 3.0 x16,2012
GeForce GT 640 OEM,4,Kepler,50.0,,2.0,PCIe 3.0 x16,2012
GeForce GT 640 OEM Rebrand,4,Fermi 2.0,75.0,,1.5,PCIe 2.0 x16,2012
GeForce GT 640M,4,Kepler,32.0,,2.0,PCIe 3.0 x16,2012
GeForce GT 640M LE,4,Kepler,20.0,,1.0,PCIe 3.0 x16,2012
GeForce GT 645 OEM,4,Fermi 2.0,102.0,,1.0,PCIe 2.0 x16,2012
GeForce GT 645M,4,Kepler,32.0,,2.0,PCIe 3.0 x16,2012
GeForce GT 650M,4,Kepler,45.0,,1.0,PCIe 3.0 x16,2012
GeForce GT 650M Mac Edition,4,Kepler,45.0,,0.5,PCIe 3.0 x16,2012
GeForce GTS 450 Rev. 3,4,Fermi 2.0,106.0,2x 6-pin,1.0,PCIe 2.0 x16,2012
GeForce GTX 560 SE,4,Fermi 2.0,150.0,2x 6-pin,1.0,PCIe 2.0 x16,2012
GeForce GTX 650,4,Kepler,65.0,1x 6-pin,1.0,PCIe 3.0 x16,2013
GeForce GTX 650 Ti,4,Kepler,110.0,1x 6-pin,1.0,PCIe 3.0 x16,2012
GeForce GTX 660,4,Kepler,140.0,1x 6-pin,2.0,PCIe 3.0 x16,2012
GeForce GTX 660 OEM,4,Kepler,130.0,1x 6-pin,2.0,PCIe 3.0 x16,2012
GeForce GTX 660 Ti,4,Kepler,150.0,2x 6-pin,2.0,PCIe 3.0 x16,2012
GeForce GTX 660M,4,Kepler,50.0,,2.0,MXM-B (3.0),2012
GeForce GTX 670,4,Kepler,170.0,2x 6-pin,2.0,PCIe 3.0 x16,2012
GeForce GTX 670M,4,Fermi 2.0,75.0,,1.5,MXM-B (3.0),2012
GeForce GTX 670MX,4,Kepler,75.0,,3.0,PCIe 3.0 x16,2012
GeForce GTX 675M,4,Fermi 2.0,100.0,,2.0,MXM-B (3.0),2012
GeForce GTX 675MX,4,Kepler,100.0,,2.0,MXM-B (3.0),2012
GeForce GTX 680,4,Kepler,195.0,2x 6-pin,2.0,PCIe 3.0 x16,2012
GeForce GTX 680M,4,Kepler,100.0,,4.0,MXM-B (3.0),2012
GeForce GTX 680MX Mac Edition,4,Kepler,122.0,,2.0,PCIe 3.0 x16,2012
GeForce GTX 690,4,Kepler,300.0,2x 8-pin,2.0,PCIe 3.0 x16,2012
NVS 310,4,Fermi 2.0,20.0,,0.5,PCIe 2.0 x16,2012
NVS 510,4,Kepler,35.0,,2.0,PCIe 2.0 x16,2012
NVS 5200M,4,Fermi 2.0,25.0,,1.0,MXM,2012
NVS 5400M,4,Fermi,35.0,,2.0,MXM,2012
Playstation 3 GPU 40nm,4,Curie,35.0,,0.25,,2012
Quadro 410,4,Kepler,38.0,,0.5,PCIe 2.0 x16,2012
Quadro 7000,4,Fermi 2.0,204.0,1x 6-pin + 1x 8-pin,6.0,PCIe 2.0 x16,2012
Quadro K1000M,4,Kepler,45.0,,2.0,MXM-A (3.0),2012
Quadro K2000M,4,Kepler,55.0,,2.0,MXM-A (3.0),2012
Quadro K2000M Embedded,4,Kepler,45.0,,2.0,PCIe 3.0 x16,2012
Quadro K3000M,4,Kepler,75.0,,2.0,MXM-B (3.0),2012
Quadro K4000M,4,Kepler,100.0,,4.0,MXM-B (3.0),2012
Quadro K5000,4,Kepler,122.0,1x 6-pin,4.0,PCIe 2.0 x16,2012
Quadro K5000 Mac Edition,4,Kepler,122.0,1x 6-pin,4.0,PCIe 2.0 x16,2012
Quadro K5000M,4,Kepler,100.0,,4.0,MXM-B (3.0),2012
Quadro K500M,4,Kepler,35.0,,1.0,MXM-A (3.0),2012
Tesla K10,4,Kepler,225.0,1x 6-pin + 1x 8-pin,4.0,PCIe 3.0 x16,2012
Tesla K20c,4,Kepler,225.0,1x 6-pin + 1x 8-pin,5.0,PCIe 2.0 x16,2012
Tesla K20X,4,Kepler,235.0,1x 6-pin + 1x 8-pin,6.0,PCIe 3.0 x16,2012
Tesla K20Xm,4,Kepler,235.0,,6.0,PCIe 3.0 x16,2012
FirePro A300,0,TeraScale 3,65.0,,,PCIe 2.0 x16,2012
FirePro A320,0,TeraScale 3,100.0,,,PCIe 2.0 x16,2012
FirePro M2000,0,TeraScale 2,33.0,,1.0,PCIe 2.0 x16,2012
FirePro M4000,0,GCN 1.0,33.0,,1.0,MXM-A (3.0),2012
FirePro M6000,0,GCN 1.0,43.0,,2.0,MXM-B (3.0),2012
FirePro S10000,0,GCN 1.0,375.0,2x 8-pin,3.0,PCIe 3.0 x16,2012
FirePro S10000 Passive,0,GCN 1.0,375.0,2x 8-pin,3.0,PCIe 3.0 x16,2012
FirePro S7000,0,GCN 1.0,150.0,1x 6-pin,4.0,PCIe 3.0 x16,2012
FirePro S9000,0,GCN 1.0,225.0,1x 8-pin,6.0,PCIe 3.0 x16,2012
FirePro S9010,0,GCN 1.0,200.0,2x 6-pin,3.0,PCIe 3.0 x16,2012
FirePro V3900,0,TeraScale 2,50.0,,1.0,PCIe 2.0 x16,2012
FirePro W4000,0,GCN 1.0,75.0,,2.0,PCIe 3.0 x16,2012
FirePro W5000,0,GCN 1.0,75.0,,2.0,PCIe 3.0 x16,2012
FirePro W600,0,GCN 1.0,75.0,,2.0,PCIe 3.0 x16,2012
FirePro W7000,0,GCN 1.0,150.0,1x 6-pin,4.0,PCIe 3.0 x16,2012
FirePro W8000,0,GCN 1.0,225.0,2x 6-pin,4.0,PCIe 3.0 x16,2012
FirePro W9000,0,GCN 1.0,274.0,1x 6-pin + 1x 8-pin,6.0,PCIe 3.0 x16,2012
Radeon HD 6850 1440SP Edition,0,TeraScale 2,151.0,2x 6-pin,1.0,PCIe 2.0 x16,2012
Radeon HD 7290 IGP,0,TeraScale 2,18.0,,,IGP,2012
Radeon HD 7310 IGP,0,TeraScale 2,18.0,,,IGP,2012
Radeon HD 7330M,0,TeraScale 2,5.0,,1.0,PCIe 2.0 x16,2012
Radeon HD 7340 IGP,0,TeraScale 2,18.0,,,IGP,2012
Radeon HD 7350 OEM,0,TeraScale 2,19.0,,0.5,PCIe 2.0 x16,2012
Radeon HD 7350 OEM PCI,0,TeraScale 2,19.0,,0.5,PCI,2012
Radeon HD 7350M,0,TeraScale 2,7.0,,1.0,PCIe 2.0 x16,2012
Radeon HD 7370M,0,TeraScale 2,11.0,,1.0,PCIe 2.0 x16,2012
Radeon HD 7400G IGP,0,TeraScale 3,17.0,,,IGP,2012
Radeon HD 7420G IGP,0,TeraScale 3,35.0,,,IGP,2012
Radeon HD 7430M,0,TeraScale 2,7.0,,1.0,PCIe 2.0 x16,2012
Radeon HD 7450 OEM,0,TeraScale 2,18.0,,0.5,PCIe 2.0 x16,2012
Radeon HD 7450A,0,TeraScale 2,25.0,,0.5,MXM-A (3.0),2012
Radeon HD 7450M,0,TeraScale 2,7.0,,1.0,PCIe 2.0 x16,2012
Radeon HD 7470 OEM,0,TeraScale 2,27.0,,1.0,PCIe 2.0 x16,2012
Radeon HD 7470A,0,TeraScale 2,25.0,,0.5,MXM-A (3.0),2012
Radeon HD 7470M,0,TeraScale 2,25.0,,1.0,PCIe 2.0 x16,2012
Radeon HD 7480D IGP,0,TeraScale 3,65.0,,,IGP,2012
Radeon HD 7490M,0,TeraScale 2,9.0,,1.0,PCIe 2.0 x16,2012
Radeon HD 7500G IGP,0,TeraScale 3,17.0,,,IGP,2012
Radeon HD 7510M,0,TeraScale 2,11.0,,1.0,PCIe 2.0 x16,2012
Radeon HD 7520G IGP,0,TeraScale 3,35.0,,,IGP,2012
Radeon HD 7530M,0,TeraScale 2,11.0,,1.0,PCIe 2.0 x16,2012
Radeon HD 7540D IGP,0,TeraScale 3,65.0,,,IGP,2012
Radeon HD 7550M,0,TeraScale 2,14.0,,1.0,PCIe 2.0 x16,2012
Radeon HD 7560D IGP,0,TeraScale 3,65.0,,,IGP,2012
Radeon HD 7560G IGP,0,TeraScale 3,35.0,,,IGP,2012
Radeon HD 7570,0,TeraScale 2,60.0,,1.0,PCIe 2.0 x16,2012
Radeon HD 7570M,0,TeraScale 2,13.0,,1.0,PCIe 2.0 x16,2012
Radeon HD 7590M,0,TeraScale 2,18.0,,1.0,PCIe 2.0 x16,2012
Radeon HD 7600G IGP,0,TeraScale 3,19.0,,,IGP,2012
Radeon HD 7610M,0,TeraScale 2,20.0,,1.0,PCIe 2.0 x16,2012
Radeon HD 7620G IGP,0,TeraScale 3,25.0,,,IGP,2012
Radeon HD 7630M,0,TeraScale 2,20.0,,1.0,PCIe 2.0 x16,2012
Radeon HD 7640G IGP,0,TeraScale 3,35.0,,,IGP,2012
Radeon HD 7650A,0,TeraScale 2,33.0,,1.0,MXM-A (3.0),2012
Radeon HD 7650M,0,TeraScale 2,20.0,,1.0,PCIe 2.0 x16,2012
Radeon HD 7650M Rebrand,0,TeraScale 2,20.0,,1.0,PCIe 2.0 x16,2012
Radeon HD 7660D IGP,0,TeraScale 3,100.0,,,IGP,2012
Radeon HD 7660G IGP,0,TeraScale 3,35.0,,,IGP,2012
Radeon HD 7670 OEM,0,TeraScale 2,66.0,,0.5,PCIe 2.0 x16,2012
Radeon HD 7670A,0,TeraScale 2,45.0,,1.0,MXM-A (3.0),2012
Radeon HD 7670M,0,TeraScale 2,20.0,,1.0,PCIe 2.0 x16,2012
Radeon HD 7670M Rebrand,0,TeraScale 2,20.0,,1.0,PCIe 2.0 x16,2012
Radeon HD 7690M Rebrand,0,TeraScale 2,20.0,,1.0,PCIe 2.0 x16,2012
Radeon HD 7690M XT Rebrand,0,TeraScale 2,25.0,,1.0,PCIe 2.0 x16,2012
Radeon HD 7730M,0,GCN 1.0,25.0,,2.0,PCIe 2.0 x16,2012
Radeon HD 7750,0,GCN 1.0,55.0,,1.0,PCIe 3.0 x16,2012
Radeon HD 7750M,0,GCN 1.0,28.0,,1.0,PCIe 2.0 x16,2012
Radeon HD 7770 GHz Edition,0,GCN 1.0,80.0,1x 6-pin,1.0,PCIe 3.0 x16,2012
Radeon HD 7770M,0,GCN 1.0,32.0,,1.0,PCIe 2.0 x16,2012
Radeon HD 7850,0,GCN 1.0,130.0,1x 6-pin,2.0,PCIe 3.0 x16,2012
Radeon HD 7850M,0,GCN 1.0,40.0,,2.0,PCIe 3.0 x16,2012
Radeon HD 7870 GHz Edition,0,GCN 1.0,175.0,2x 6-pin,2.0,PCIe 3.0 x16,2012
Radeon HD 7870 XT,0,GCN 1.0,185.0,2x 6-pin,2.0,PCIe 3.0 x16,2012
Radeon HD 7870M,0,GCN 1.0,45.0,,2.0,PCIe 3.0 x16,2012
Radeon HD 7950,0,GCN 1.0,200.0,2x 6-pin,3.0,PCIe 3.0 x16,2012
Radeon HD 7950 Boost,0,GCN 1.0,200.0,2x 6-pin,3.0,PCIe 3.0 x16,2012
Radeon HD 7950 Monica BIOS 1,0,GCN 1.0,185.0,1x 6-pin + 1x 8-pin,3.0,PCIe 3.0 x16,2012
Radeon HD 7950 Monica BIOS 2,0,GCN 1.0,85.0,1x 6-pin + 1x 8-pin,3.0,PCIe 3.0 x16,2012
Radeon HD 7950M,0,GCN 1.0,75.0,,2.0,MXM-B (3.0),2012
Radeon HD 7970,0,GCN 1.0,250.0,1x 6-pin + 1x 8-pin,3.0,PCIe 3.0 x16,2012
Radeon HD 7970 GHz Edition,0,GCN 1.0,300.0,1x 6-pin + 1x 8-pin,3.0,PCIe 3.0 x16,2012
Radeon HD 7970 X2,0,GCN 1.0,500.0,3x 8-pin,3.0,PCIe 3.0 x16,2012
Radeon HD 7970M,0,GCN 1.0,100.0,,2.0,MXM-B (3.0),2012
Radeon HD 7970M X2,0,GCN 1.0,200.0,,2.0,MXM-B (3.0),2012
Wii U GPU,0,TeraScale 2,33.0,,2.0,,2012
HD Graphics 4000,2,Generation 7.0,,,,Ring Bus,2012
HD Graphics 4000 Mobile,2,Generation 7.0,45.0,,,Ring Bus,2012
HD Graphics 6EU,2,Generation 7.0,,,,Ring Bus,2012
HD Graphics P4000,2,Generation 7.0,45.0,,,Ring Bus,2012
Xeon Phi 3120A,2,Knights,300.0,,6.0,PCIe 3.0 x16,2012
Xeon Phi 5110P,2,Knights,225.0,,8.0,PCIe 3.0 x16,2012
Xeon Phi SE10X,2,Knights,300.0,,8.0,PCIe 3.0 x16,2012
FirePro V7760,0,TeraScale,76.0,1x 6-pin,1.0,PCIe 2.0 x16,2012
FirePro V7770,0,TeraScale,76.0,1x 6-pin,1.0,PCIe 2.0 x16,2012
Mobility Radeon HD 5570,0,TeraScale 2,20.0,,1.0,PCIe 2.0 x16,2012
Radeon HD 5470,0,TeraScale 2,19.0,,0.5,PCIe 2.0 x16,2012
Radeon HD 5490,0,TeraScale 2,19.0,,1.0,PCIe 2.0 x16,2012
GeForce 505 OEM,4,Tesla 2.0,25.0,,1.0,PCIe 1.0 x16,2013
GeForce 705A,4,Fermi 2.0,15.0,,1.0,PCIe 2.0 x16,2014
GeForce 705M,4,Fermi 2.0,15.0,,1.0,PCIe 2.0 x16,2013
GeForce 710A,4,Kepler 2.0,15.0,,1.0,PCIe 3.0 x8,2014
GeForce 710M,4,Fermi 2.0,15.0,,1.0,PCIe 2.0 x16,2013
GeForce 820M,4,Kepler,45.0,,2.0,PCIe 3.0 x16,2015
GeForce GT 625 OEM,4,Fermi 2.0,29.0,,1.0,PCIe 2.0 x16,2013
GeForce GT 630 Rev. 2,4,Kepler 2.0,25.0,,2.0,PCIe 2.0 x8,2013
GeForce GT 630 Rev. 2 PCIe x8,4,Kepler 2.0,25.0,,2.0,PCIe 2.0 x8,2013
GeForce GT 635 OEM,4,Kepler 2.0,35.0,,1.0,PCIe 3.0 x8,2013
GeForce GT 640 Rev. 2,4,Kepler 2.0,49.0,,1.0,PCIe 2.0 x8,2013
GeForce GT 640M Mac Edition,4,Kepler,32.0,,0.5,PCIe 3.0 x16,2013
GeForce GT 710M,4,Fermi 2.0,15.0,,1.0,PCIe 2.0 x16,2013
GeForce GT 720M,4,Kepler 2.0,33.0,,2.0,PCIe 2.0 x8,2013
GeForce GT 730M,4,Kepler 2.0,33.0,,2.0,PCIe 2.0 x8,2014
GeForce GT 735M,4,Kepler 2.0,33.0,,2.0,PCIe 3.0 x8,2013
GeForce GT 740A,4,Kepler 2.0,33.0,,2.0,PCIe 3.0 x8,2013
GeForce GT 740M,4,Kepler,45.0,,2.0,PCIe 3.0 x16,2013
GeForce GT 745A,4,Kepler,33.0,,2.0,PCIe 3.0 x16,2013
GeForce GT 745M,4,Kepler,45.0,,2.0,PCIe 3.0 x16,2013
GeForce GT 750M,4,Kepler,50.0,,2.0,PCIe 3.0 x16,2013
GeForce GT 750M Mac Edition,4,Kepler,50.0,,1.0,PCIe 3.0 x16,2013
GeForce GT 755M,4,Kepler,50.0,,2.0,PCIe 3.0 x16,2013
GeForce GT 755M Mac Edition,4,Kepler,50.0,,1.0,PCIe 3.0 x16,2013
GeForce GTX 645 OEM,4,Kepler,65.0,,1.0,PCIe 3.0 x16,2013
GeForce GTX 650 Ti Boost,4,Kepler,134.0,1x 6-pin,2.0,PCIe 3.0 x16,2013
GeForce GTX 650 Ti OEM,4,Kepler,110.0,1x 6-pin,2.0,PCIe 3.0 x16,2013
GeForce GTX 660M Mac Edition,4,Kepler,50.0,,0.5,MXM-B (3.0),2013
GeForce GTX 675MX Mac Edition,4,Kepler,100.0,,1.0,PCIe 3.0 x16,2013
GeForce GTX 680 Mac Edition,4,Kepler,195.0,2x 6-pin,2.0,PCIe 2.0 x16,2013
GeForce GTX 760,4,Kepler,170.0,2x 6-pin,2.0,PCIe 3.0 x16,2013
GeForce GTX 760 OEM,4,Kepler,170.0,2x 6-pin,2.0,PCIe 3.0 x16,2016
GeForce GTX 760 OEM Rebrand,4,Kepler,130.0,1x 6-pin,1.5,PCIe 3.0 x16,2013
GeForce GTX 760 Ti OEM,4,Kepler,170.0,2x 6-pin,2.0,PCIe 3.0 x16,2013
GeForce GTX 760 Ti OEM Rebrand,4,Kepler,170.0,2x 6-pin,2.0,PCIe 3.0 x16,2013
GeForce GTX 760 X2,4,Kepler,250.0,2x 8-pin,2.0,PCIe 3.0 x16,2013
GeForce GTX 760M,4,Kepler,55.0,,2.0,PCIe 3.0 x16,2013
GeForce GTX 765M,4,Kepler,75.0,,2.0,MXM-B (3.0),2013
GeForce GTX 770,4,Kepler,230.0,1x 6-pin + 1x 8-pin,2.0,PCIe 3.0 x16,2013
GeForce GTX 770M,4,Kepler,75.0,,3.0,MXM-B (3.0),2013
GeForce GTX 775M Mac Edition,4,Kepler,100.0,,2.0,MXM-B (3.0),2013
GeForce GTX 780,4,Kepler,250.0,1x 6-pin + 1x 8-pin,3.0,PCIe 3.0 x16,2013
GeForce GTX 780 6 GB,4,Kepler,250.0,1x 6-pin + 1x 8-pin,6.0,PCIe 3.0 x16,2013
GeForce GTX 780 Rev. 2,4,Kepler,250.0,1x 6-pin + 1x 8-pin,3.0,PCIe 3.0 x16,2013
GeForce GTX 780 Ti,4,Kepler,250.0,1x 6-pin + 1x 8-pin,3.0,PCIe 3.0 x16,2013
GeForce GTX 780M,4,Kepler,122.0,,4.0,MXM-B (3.0),2013
GeForce GTX 780M Mac Edition,4,Kepler,122.0,,4.0,MXM-B (3.0),2013
GeForce GTX TITAN,4,Kepler,250.0,1x 6-pin + 1x 8-pin,6.0,PCIe 3.0 x16,2013
GRID K1,4,Kepler,130.0,1x 6-pin,4.0,PCIe 3.0 x16,2013
GRID K100,4,Kepler,130.0,,0.25,PCIe 3.0 x16,2013
GRID K140Q,4,Kepler,130.0,,1.0,PCIe 3.0 x16,2013
GRID K160Q,4,Kepler,130.0,,1.0,PCIe 3.0 x16,2013
GRID K180Q,4,Kepler,130.0,,1.0,PCIe 3.0 x16,2013
GRID K2,4,Kepler,225.0,1x 6-pin + 1x 8-pin,4.0,PCIe 3.0 x16,2013
GRID K200,4,Kepler,225.0,,0.25,PCIe 3.0 x16,2013
GRID K240Q,4,Kepler,225.0,,1.0,PCIe 3.0 x16,2013
GRID K260Q,4,Kepler,225.0,,2.0,PCIe 3.0 x16,2013
GRID K280Q,4,Kepler,225.0,,4.0,PCIe 3.0 x16,2013
GRID K340,4,Kepler,225.0,1x 8-pin,1.0,PCIe 3.0 x16,2013
GRID K520,4,Kepler,225.0,1x 8-pin,4.0,PCIe 3.0 x16,2013
NVS 315,4,Fermi 2.0,19.0,,1.0,PCIe 2.0 x16,2013
Playstation 3 GPU 28nm,4,Curie,21.0,,0.25,,2013
Quadro K1100M,4,Kepler,45.0,,2.0,MXM-A (3.0),2013
Quadro K2000,4,Kepler,51.0,,2.0,PCIe 2.0 x16,2013
Quadro K2000D,4,Kepler,51.0,,2.0,PCIe 2.0 x16,2013
Quadro K2100M,4,Kepler,55.0,,2.0,MXM-A (3.0),2013
Quadro K3100M,4,Kepler,75.0,,4.0,MXM-B (3.0),2013
Quadro K4000,4,Kepler,80.0,1x 6-pin,3.0,PCIe 2.0 x16,2013
Quadro K4100M,4,Kepler,100.0,,4.0,MXM-B (3.0),2013
Quadro K5000 SYNC,4,Kepler,122.0,2x 6-pin,4.0,PCIe 2.0 x16,2013
Quadro K5100M,4,Kepler,100.0,,8.0,MXM-B (3.0),2013
Quadro K510M,4,Kepler 2.0,30.0,,1.0,MXM-A (3.0),2013
Quadro K600,4,Kepler,41.0,,1.0,PCIe 2.0 x16,2013
Quadro K6000,4,Kepler,225.0,2x 6-pin,12.0,PCIe 3.0 x16,2013
Quadro K6000 SDI,4,Kepler,239.0,,12.0,PCIe 3.0 x16,2013
Quadro K610M,4,Kepler 2.0,30.0,,1.0,MXM-A (3.0),2013
Tegra 4 GPU,4,VLIW Vec4,20.0,,0.5,IGP,2013
Tegra 4i GPU,4,VLIW Vec4,20.0,,0.5,IGP,2013
Tesla K20m,4,Kepler,225.0,1x 6-pin + 1x 8-pin,5.0,PCIe 2.0 x16,2013
Tesla K20s,4,Kepler,225.0,,5.0,PCIe 2.0 x16,2013
Tesla K40c,4,Kepler,245.0,1x 6-pin + 1x 8-pin,12.0,PCIe 3.0 x16,2013
Tesla K40d,4,Kepler,245.0,,12.0,PCIe 3.0 x16,2013
Tesla K40m,4,Kepler,245.0,,12.0,PCIe 3.0 x16,2013
Tesla K40s,4,Kepler,245.0,,12.0,PCIe 3.0 x16,2013
Tesla K40st,4,Kepler,245.0,,12.0,PCIe 3.0 x16,2013
Tesla K40t,4,Kepler,245.0,,12.0,PCIe 3.0 x16,2013
FirePro M4100,0,GCN 1.0,,,2.0,PCIe 3.0 x8,2013
FirePro M4150,0,GCN 1.0,,,1.0,PCIe 3.0 x8,2013
FirePro M5100,0,GCN 1.0,,,2.0,MXM-A (3.0),2013
FirePro M6100,0,GCN 2.0,,,2.0,MXM-B (3.0),2014
FirePro R5000,0,GCN 1.0,150.0,1x 6-pin,2.0,PCIe 3.0 x16,2013
FirePro W5000 DVI,0,GCN 1.0,75.0,,2.0,PCIe 3.0 x16,2013
Playstation 4 GPU,0,GCN 2.0,75.0,,8.0,,2013
Radeon HD 6610,0,TeraScale 2,39.0,,1.0,PCIe 2.0 x16,2013
Radeon HD 6770 Green Edition,0,TeraScale 2,86.0,,2.0,PCIe 2.0 x16,2013
Radeon HD 6870 1600SP Edition,0,TeraScale 2,175.0,2x 6-pin,1.0,PCIe 2.0 x16,2013
Radeon HD 7510 OEM,0,TeraScale 2,39.0,,1.0,PCIe 2.0 x16,2013
Radeon HD 7570 OEM,0,TeraScale 2,39.0,,1.0,PCIe 2.0 x16,2013
Radeon HD 7690M XT,0,TeraScale 2,25.0,,2.0,PCIe 2.0 x16,2013
Radeon HD 7720 OEM,0,TeraScale 2,150.0,,1.0,PCIe 2.0 x16,2013
Radeon HD 7730,0,GCN 1.0,47.0,,1.0,PCIe 3.0 x16,2013
Radeon HD 7790,0,GCN 2.0,85.0,1x 6-pin,1.0,PCIe 3.0 x16,2013
Radeon HD 7950 Mac Edition,0,GCN 1.0,200.0,2x 6-pin,3.0,PCIe 3.0 x16,2013
Radeon HD 7990,0,GCN 1.0,375.0,2x 8-pin,3.0,PCIe 3.0 x16,2013
Radeon HD 8180 IGP,0,GCN 2.0,4.0,,,IGP,2013
Radeon HD 8210E,0,GCN 2.0,9.0,,,IGP,2013
Radeon HD 8240 Mobile IGP,0,GCN 2.0,15.0,,,IGP,2013
Radeon HD 8250 IGP,0,GCN 2.0,8.0,,,IGP,2013
Radeon HD 8280 IGP,0,GCN 2.0,15.0,,,IGP,2013
Radeon HD 8280 Mobile IGP,0,GCN 2.0,15.0,,,IGP,2013
Radeon HD 8280E,0,GCN 2.0,15.0,,,IGP,2013
Radeon HD 8310G IGP,0,TeraScale 3,20.0,,,IGP,2013
Radeon HD 8330 Mobile IGP,0,GCN 2.0,15.0,,,IGP,2013
Radeon HD 8330E,0,GCN 2.0,15.0,,,IGP,2013
Radeon HD 8350 OEM,0,TeraScale 2,19.0,,1.0,PCIe 2.0 x16,2013
Radeon HD 8350G IGP,0,TeraScale 3,35.0,,,IGP,2013
Radeon HD 8370D IGP,0,TeraScale 3,65.0,,,IGP,2013
Radeon HD 8400 IGP,0,GCN 2.0,25.0,,,IGP,2013
Radeon HD 8400 Mobile IGP,0,GCN 2.0,25.0,,,IGP,2013
Radeon HD 8400E,0,GCN 2.0,25.0,,,IGP,2013
Radeon HD 8410G IGP,0,TeraScale 3,35.0,,,IGP,2013
Radeon HD 8450 OEM,0,TeraScale 2,18.0,,1.0,PCIe 2.0 x16,2013
Radeon HD 8450G IGP,0,TeraScale 3,35.0,,,IGP,2013
Radeon HD 8470 OEM,0,TeraScale 2,35.0,,1.0,PCIe 2.0 x16,2013
Radeon HD 8470D IGP,0,TeraScale 3,65.0,,,IGP,2013
Radeon HD 8490 OEM,0,TeraScale 2,35.0,,1.0,PCIe 2.0 x16,2013
Radeon HD 8510 OEM,0,TeraScale 2,39.0,,1.0,PCIe 2.0 x16,2013
Radeon HD 8510G IGP,0,TeraScale 3,35.0,,,IGP,2013
Radeon HD 8550 OEM,0,TeraScale 2,60.0,,1.0,PCIe 2.0 x16,2013
Radeon HD 8550D IGP,0,TeraScale 3,65.0,,,IGP,2013
Radeon HD 8550G IGP,0,TeraScale 3,35.0,,,IGP,2013
Radeon HD 8570 OEM,0,GCN 1.0,50.0,,2.0,PCIe 3.0 x8,2013
Radeon HD 8570 OEM Rebrand,0,TeraScale 2,60.0,,1.0,PCIe 2.0 x16,2013
Radeon HD 8570A,0,GCN 1.0,,,1.0,MXM-A (3.0),2013
Radeon HD 8570D IGP,0,TeraScale 3,65.0,,,IGP,2013
Radeon HD 8570M,0,GCN 1.0,,,1.0,PCIe 3.0 x8,2013
Radeon HD 8590M,0,GCN 1.0,,,1.0,PCIe 3.0 x8,2013
Radeon HD 8610G IGP,0,TeraScale 3,35.0,,,IGP,2013
Radeon HD 8650D IGP,0,TeraScale 3,65.0,,,IGP,2013
Radeon HD 8650G IGP,0,TeraScale 3,35.0,,,IGP,2013
Radeon HD 8670 OEM,0,GCN 1.0,75.0,,2.0,PCIe 3.0 x8,2013
Radeon HD 8670A,0,GCN 1.0,45.0,,1.0,MXM-A (3.0),2013
Radeon HD 8670D IGP,0,TeraScale 3,100.0,,,IGP,2013
Radeon HD 8670M,0,GCN 1.0,,,1.0,PCIe 3.0 x8,2013
Radeon HD 8690M,0,GCN 1.0,,,2.0,PCIe 3.0 x8,2013
Radeon HD 8730 OEM,0,GCN 1.0,47.0,,1.0,PCIe 3.0 x16,2013
Radeon HD 8730A,0,GCN 1.0,,,1.0,PCIe 3.0 x8,2013
Radeon HD 8730M,0,GCN 1.0,,,2.0,PCIe 3.0 x8,2013
Radeon HD 8740 OEM,0,GCN 1.0,55.0,,1.0,PCIe 3.0 x16,2013
Radeon HD 8750A,0,GCN 1.0,45.0,,1.0,MXM-A (3.0),2013
Radeon HD 8750M,0,GCN 1.0,,,1.0,PCIe 3.0 x8,2013
Radeon HD 8760 OEM,0,GCN 1.0,80.0,1x 6-pin,2.0,PCIe 3.0 x16,2013
Radeon HD 8770 OEM,0,GCN 2.0,85.0,1x 6-pin,1.0,PCIe 3.0 x16,2013
Radeon HD 8770M,0,GCN 1.0,,,2.0,PCIe 3.0 x8,2013
Radeon HD 8790M,0,GCN 1.0,,,2.0,MXM-A (3.0),2013
Radeon HD 8830M,0,GCN 1.0,,,2.0,PCIe 3.0 x16,2013
Radeon HD 8850M,0,GCN 1.0,,,2.0,PCIe 3.0 x16,2013
Radeon HD 8860 OEM,0,GCN 1.0,175.0,1x 6-pin,2.0,PCIe 3.0 x16,2013
